400,0.0571
405,0.0476
410,0.0413
415,0.0349
420,0.0286
425,0.0254
430,0.0222
435,0.0190
440,0.0159
445,0.0127
450,0.0095
455,0.0095
460,0.0095
465,0.0095
470,0.0127
475,0.0127
480,0.0127
485,0.0127
490,0.0159
495,0.0159
500,0.0222
505,0.0286
510,0.0381
515,0.0476
520,0.0540
525,0.0540
530,0.0508
535,0.0476
540,0.0381
545,0.0317
550,0.0286
555,0.0317
560,0.0603
565,0.1365
570,0.2730
575,0.4476
580,0.6286
585,0.7905
590,0.9079
595,0.9651
600,0.9905
605,1.0000
610,1.0000
615,1.0000
620,1.0000
625,0.9937
630,0.9937
635,0.9968
640,0.9968
645,0.9873
650,0.9714
655,0.9524
660,0.9302
665,0.9048
670,0.8794
675,0.8540
680,0.8286
685,0.8032
690,0.7905
695,0.7937
700,0.8000
705,0.8095
710,0.8127
715,0.8127
720,0.8190
725,0.8254
730,0.8286
735,0.8286
740,0.8127
745,0.7873
750,0.7556
755,0.7302
760,0.7143
765,0.7111
770,0.7111
775,0.7048
780,0.6889
785,0.6698
790,0.6476
795,0.6286
800,0.6127
805,0.6000
810,0.5873
815,0.5714
820,0.5556
825,0.5333
830,0.5079
835,0.4825
840,0.4603
845,0.4444
850,0.4349
855,0.4286
860,0.4190
865,0.4063
870,0.3905
875,0.3746
880,0.3556
885,0.3365
890,0.3175
895,0.3016
900,0.2857
905,0.2730
910,0.2603
915,0.2476
920,0.2349
925,0.2222
930,0.2095
935,0.1937
940,0.1810
945,0.1651
950,0.1556
955,0.1460
960,0.1365
965,0.1270
970,0.1206
975,0.1111
980,0.1016
985,0.0921
990,0.0825
995,0.0730
1000,0.0667
