400,0.3329
405,0.3805
410,0.4122
415,0.4439
420,0.4915
425,0.5232
430,0.5549
435,0.5866
440,0.6024
445,0.6183
450,0.6341
460,0.6500
465,0.6341
470,0.6183
475,0.5866
480,0.5549
485,0.5232
490,0.4756
495,0.4280
500,0.3805
505,0.3171
510,0.2695
515,0.2220
520,0.1902
525,0.1585
530,0.1268
535,0.1110
540,0.0951
545,0.0793
550,0.0634
555,0.0476
560,0.0317
565,0.0317
575,0.0159
580,0.0159
585,0.0159
590,0.0159
625,0.0159
630,0.0159
640,0.0317
645,0.0317
655,0.0476
665,0.0634
670,0.0634
675,0.0634
680,0.0634
700,0.0634
705,0.0634
710,0.0634
720,0.0476
725,0.0476
760,0.0476
765,0.0634
770,0.0793
775,0.1268
780,0.1744
785,0.2378
790,0.3012
795,0.3646
800,0.4280
805,0.4756
810,0.5073
815,0.5232
825,0.4915
830,0.4756
835,0.4439
840,0.4280
860,0.4122
865,0.4122
870,0.3963
875,0.3805
880,0.3646
885,0.3488
890,0.3171
895,0.3012
900,0.2854
905,0.2695
910,0.2537
915,0.2378
920,0.2378
925,0.2220
930,0.2061
935,0.1902
940,0.1744
950,0.1585
955,0.1427
965,0.1268
970,0.1110
975,0.1110
980,0.0951
990,0.0793
1000,0.0634
