400,0.0000
405,0.0010
410,0.0030
415,0.0050
420,0.0070
425,0.0100
430,0.0140
435,0.0190
440,0.0250
445,0.0320
450,0.0400
455,0.0550
460,0.0700
465,0.0900
470,0.1150
475,0.1400
480,0.1700
485,0.2000
490,0.2300
495,0.2700
500,0.3200
505,0.4000
510,0.5000
515,0.6000
520,0.7000
525,0.8000
530,0.8600
535,0.9000
540,0.9400
545,0.9700
550,0.9900
555,1.0000
560,0.9900
565,0.9800
570,0.9400
575,0.9000
580,0.8450
585,0.7900
590,0.7350
595,0.6800
600,0.6200
605,0.5550
610,0.4900
615,0.4250
620,0.3600
625,0.3000
630,0.2500
635,0.2050
640,0.1600
645,0.1250
650,0.1000
655,0.0750
660,0.0570
665,0.0420
670,0.0300
675,0.0200
680,0.0120
685,0.0070
690,0.0030
695,0.0010
700,0.0000
705,0.0000
710,0.0000
715,0.0000
720,0.0000
725,0.0000
730,0.0000
735,0.0000
740,0.0000
745,0.0000
750,0.0000
755,0.0000
760,0.0000
765,0.0000
770,0.0000
775,0.0000
780,0.0000
785,0.0000
790,0.0000
795,0.0000
800,0.0000
805,0.0000
810,0.0000
815,0.0000
820,0.0000
825,0.0000
830,0.0000
835,0.0000
840,0.0000
845,0.0000
850,0.0000
855,0.0000
860,0.0000
865,0.0000
870,0.0000
875,0.0000
880,0.0000
885,0.0000
890,0.0000
895,0.0000
900,0.0000
905,0.0000
910,0.0000
915,0.0000
920,0.0000
925,0.0000
930,0.0000
935,0.0000
940,0.0000
945,0.0000
950,0.0000
955,0.0000
960,0.0000
965,0.0000
970,0.0000
975,0.0000
980,0.0000
985,0.0000
990,0.0000
995,0.0000
1000,0.0000
