400,0.0657
405,0.0657
410,0.0664
415,0.0664
420,0.0664
425,0.0664
430,0.0664
435,0.0664
440,0.0664
445,0.0664
450,0.0664
455,0.0664
460,0.0664
465,0.0664
470,0.0686
475,0.0686
480,0.0707
485,0.0707
490,0.0722
495,0.0722
500,0.0743
505,0.0743
510,0.0743
515,0.0743
520,0.0743
525,0.0743
530,0.0743
535,0.0743
540,0.0722
545,0.0722
550,0.0722
555,0.0722
560,0.0722
565,0.0743
570,0.0743
575,0.0765
580,0.0779
585,0.0800
590,0.0822
595,0.0850
600,0.0879
605,0.0922
610,0.0979
615,0.1015
620,0.1065
625,0.1123
630,0.1173
635,0.1230
640,0.1287
645,0.1366
650,0.1423
655,0.1473
660,0.1523
665,0.1581
670,0.1659
675,0.1717
680,0.1795
685,0.1846
690,0.1896
695,0.1974
700,0.2032
705,0.2103
710,0.2161
715,0.2239
720,0.2289
725,0.2347
730,0.2418
735,0.2476
740,0.2554
745,0.2604
750,0.2662
755,0.2698
760,0.2755
765,0.2791
770,0.2826
775,0.2848
780,0.2876
785,0.2905
790,0.2927
795,0.2948
800,0.2962
805,0.2984
810,0.3005
815,0.3027
820,0.3027
825,0.3041
830,0.3063
835,0.3063
840,0.3084
845,0.3084
850,0.3106
855,0.3106
860,0.3106
865,0.3098
870,0.3120
875,0.3120
880,0.3120
885,0.3120
890,0.3120
895,0.3120
900,0.3120
905,0.3120
910,0.3120
915,0.3120
920,0.3120
925,0.3120
930,0.3120
935,0.3120
940,0.3120
945,0.3120
950,0.3120
955,0.3120
960,0.3120
965,0.3120
970,0.3120
975,0.3120
980,0.3120
985,0.3120
990,0.3120
995,0.3120
1000,0.3120
